customer_id,book_id,quantity
311112,238290,2
304700,213005,5
306197,221054,4
303402,234113,5
305255,211593,5
301180,240152,3
312416,235686,1
312812,225758,1
302501,212837,2
306023,229906,7
312384,216975,1
303383,218471,1
313504,200294,2
314655,240323,5
304911,211686,1
300376,224212,4
309683,224316,4
307045,231930,1
310746,233334,4
303314,217692,1
303740,207258,1
302461,200389,5
301662,200789,1
312969,246678,5
309369,242661,2
301315,212725,6
310367,206013,3
301610,207393,4
308376,214146,2
302569,237129,2
302037,242139,1
312563,218024,3
303445,236561,4
305145,239958,4
301539,229200,1
309486,214163,1
305970,212342,8
306626,231252,3
310469,230838,1
303515,248633,5
312974,219866,1
302003,212411,3
303454,204982,1
313737,225966,3
313397,200387,5
302305,217878,2
310973,241518,1
300136,226240,4
309493,200579,4
312346,244135,4
303164,244943,2
304933,228431,5
314430,247948,2
303754,238809,9
311210,240897,3
300165,208962,3
304853,227144,2
313607,243120,4
303967,241541,4
308583,211153,3
300754,211856,4
306750,249559,1
308026,219986,5
302011,210764,4
303583,223008,3
308591,219265,1
306384,204117,1
302277,231742,1
305811,220909,3
303866,203493,1
307682,203848,4
305553,211528,5
307627,223392,1
311319,206685,4
310162,242598,3
300824,239845,2
314782,231329,3
310409,246621,3
308117,248041,2
300408,225336,3
309962,245513,1
307793,220502,2
302120,228674,2
306354,228534,5
307920,230848,4
303859,202999,1
310401,237686,2
302717,249892,4
309995,205085,3
313337,243890,4
309338,202796,3
306430,200407,4
312890,234006,3
302474,222530,3
301876,232988,5
300171,231661,2
301601,226068,4
307282,232566,4
302423,224657,2
306808,225167,2
312935,209326,3
314661,235070,3
308609,247890,1
307105,247849,4
313205,241917,2
311997,209207,3
311524,229337,3
305919,209447,7
312424,213312,1
301229,207080,1
313600,233999,2
314289,202857,4
303432,215056,1
307313,207987,3
304306,227938,4
310391,204254,1
301909,218396,3
304712,241857,1
302171,246663,1
304987,212130,2
311617,225288,7
300067,202886,1
311289,243152,3
312185,243709,4
306745,216747,3
308512,221498,3
307409,204118,4
308496,229086,4
301397,245734,5
304066,235851,1
302597,225829,6
307014,214886,3
306348,224140,2
302126,216530,1
305332,239267,3
305222,236902,4
312178,232207,2
302265,227143,4
308880,225289,2
305751,228730,1
303945,203451,3
309098,226458,2
311031,245114,1
309643,205710,5
311896,231753,2
303423,229677,4
312635,217675,4
306715,207164,2
305042,228683,4
310637,229949,3
311896,235599,2
314101,249059,6
303265,229434,1
305304,229597,4
302691,215260,4
312317,230307,3
311974,213235,4
306723,237323,4
302592,218903,4
305777,217041,2
300014,204342,2
311098,229375,4
301713,214646,6
301739,221150,2
314967,226538,4
311090,222883,5
311475,205391,2
305793,210515,3
309533,221713,1
301407,244017,5
310194,209261,5
307162,205092,1
300808,238293,2
308462,214463,3
305229,210767,4
301988,224025,5
304026,228136,1
313085,224884,3
311295,244229,3
302979,200009,2
306780,249698,3
309827,212639,2
306665,226105,2
300400,208985,2
311192,206218,2
312576,239044,3
308818,210566,3
306218,211155,2
306489,245347,3
303099,210619,6
300898,248178,2
304186,247663,2
301490,208012,2
300578,249591,3
311968,226115,6
311970,214493,2
313463,201651,2
312831,202463,2
307617,220290,2
311303,237514,6
306611,200473,5
300340,217024,4
310791,235027,4
306241,234712,3
306571,245689,3
301475,208444,4
305700,230047,2
304184,234281,2
306129,225584,3
312384,218090,3
310693,233819,3
313588,248071,3
302594,244985,2
305760,226491,3
310496,235433,3
309937,203788,2
302204,205562,3
310509,226113,4
308627,231741,4
309786,244711,3
301883,209858,2
314720,202930,4
302456,212457,5
302660,240765,3
312160,221132,2
305088,224106,1
300726,248371,2
309730,237217,2
313379,210252,3
300671,230456,1
311122,232439,2
307584,205220,4
301784,204921,1
300793,209523,2
303986,223251,2
309993,200069,3
312976,214093,1
306701,200327,1
307528,242998,2
311877,227465,2
304376,206140,5
309139,247554,1
310738,225462,2
307489,200254,4
307021,245802,2
304744,203597,4
305514,239764,6
310935,208378,4
310729,233109,6
300579,240551,4
301728,246982,2
306471,201628,7
313736,247479,3
313865,232966,3
311888,244816,2
306155,220410,2
303634,223746,3
306925,245854,3
301431,207616,2
300131,216809,3
305905,238438,7
309075,241085,4
312469,232078,2
311828,242078,3
311397,244765,6
303694,235898,2
309879,240876,4
312618,216664,4
302461,218258,3
305903,211884,3
304911,227654,1
311052,242954,2
310752,233125,7
312964,225749,3
306820,247662,5
311115,204247,6
313746,211341,3
312627,247173,1
307169,238450,2
307781,217480,4
309962,213600,1
310285,225116,1
309158,223868,5
309303,233771,3
313839,200606,1
304007,200610,7
302977,202681,2
307484,215074,2
310186,240109,2
309624,217052,3
305891,215573,2
300634,233272,3
313144,231533,1
302061,247003,1
303300,246671,2
309877,229550,2
302121,221377,1
301990,249620,5
306314,231691,4
305466,242187,4
310866,224649,3
305152,223012,4
310870,213314,3
305521,242861,3
312276,213485,4
314509,224727,1
314986,231108,6
301578,203526,6
306102,216232,3
309449,206593,3
314468,232204,3
310562,212856,2
300846,247853,1
306904,244268,5
310587,224450,3
304908,222608,1
309627,211436,3
300948,239578,3
312762,243293,2
304868,239676,2
302142,219681,2
305028,211149,6
306023,241582,3
308434,234861,4
305289,209892,6
305681,216523,5
308215,247504,2
306052,241645,2
302357,234830,3
300059,225150,2
314590,239832,5
310719,244489,3
308523,207332,6
304986,208189,1
310458,225436,2
301086,223537,3
301351,200176,3
314483,231552,4
307167,221567,3
307888,216677,4
302966,218417,1
310510,247835,5
300828,219568,4
301989,209639,5
314936,230223,1
302194,247876,3
302773,223427,4
305228,226927,4
313015,201231,6
305943,244174,2
314895,243531,3
308121,239952,3
308738,213387,4
310292,235306,2
310458,223130,5
310286,244354,6
311220,237429,4
303726,240843,3
313950,244972,1
302420,218112,2
307044,206584,5
314736,202378,1
305934,248310,4
310890,247563,4
306030,216454,2
303049,205810,3
309282,202727,5
305730,242024,1
306548,211380,2
314330,203259,1
304642,242550,6
312687,247023,2
307359,242904,3
301807,217074,4
312782,246718,2
314346,235952,3
303788,214946,2
303102,236968,2
311222,230617,2
314301,234908,4
311097,210074,4
307324,236508,1
306913,213273,1
310330,228827,4
309238,234061,3
308033,227103,2
311007,206164,5
305351,241411,4
306794,248475,2
313270,220250,4
303855,230144,2
308513,243122,3
308325,228340,4
312426,206255,4
306130,200458,2
308704,216760,2
312779,210856,4
309025,236393,1
310092,247931,6
305426,201368,3
312684,232574,1
306303,211357,2
303635,200099,3
309607,212981,1
303760,222929,3
310091,225818,4
311229,210177,5
306123,232609,5
303159,203072,6
307610,220578,2
307145,232119,1
310443,202973,1
308393,236954,1
307556,221543,2
307460,200598,5
307090,246825,4
314746,204620,2
310606,243744,1
311971,232547,3
300269,208098,1
309734,245962,5
314854,230704,3
303520,223509,5
301280,209410,2
302849,238125,5
306957,228561,4
310060,212116,3
302767,249739,5
302264,203701,3
313618,236527,1
304133,230633,6
306550,235747,5
308879,227135,5
302455,229972,2
310081,214053,3
303958,247447,7
311884,229491,2
301551,234174,5
310053,216985,1
313231,200574,3
305569,213398,5
303106,213860,2
312600,236494,3
309659,217883,2
301423,216643,1
310879,218931,2
309717,216798,2
311690,234259,3
309177,216276,2
309709,218980,4
311757,237577,4
307802,247061,3
314311,203799,3
313975,232174,5
307783,249638,4
311771,222965,3
300291,233349,1
302549,207168,3
305007,235878,3
303849,209184,6
313073,217135,5
308755,202442,1
300920,238700,1
307409,201763,2
309164,226599,2
301592,214409,2
302888,209944,1
311207,241812,4
310454,202798,1
311640,206263,1
300574,247954,5
307016,241825,1
313329,238711,8
305397,217348,3
311335,237009,3
301495,228455,2
300803,249120,3
313453,229247,3
307508,240743,1
307679,214930,2
303126,231352,2
300646,223688,2
310218,226839,1
303696,242244,2
305257,243741,1
314484,232768,6
304154,203717,3
314834,219460,1
305929,209140,1
309601,200948,3
311965,248631,3
308284,207330,2
308853,216349,2
312352,220923,2
309323,210170,1
302243,244401,2
308779,223992,4
306214,217057,6
303117,217289,3
310729,243271,4
301621,205894,5
300977,207235,2
312208,216229,1
311297,228488,4
309156,228810,2
302880,246818,5
301014,211273,2
306045,210560,5
310294,227046,2
312915,248597,2
304797,233861,3
302973,232098,2
312443,212636,8
312849,205965,2
313334,237040,4
311838,243913,5
300985,218915,3
303490,212665,8
314013,237383,3
306616,210667,3
302940,202324,3
304824,249595,1
310064,248915,3
307644,230919,5
307049,233134,2
314540,207760,3
301425,200102,5
309412,201751,5
310105,248329,3
314964,202104,4
300694,242718,5
306049,227099,2
313118,203263,1
308673,230496,2
300495,237627,3
309648,214492,6
300668,214059,7
301044,216792,6
312465,216289,4
310811,241328,2
300053,213556,2
305558,200141,4
309537,236376,3
309690,216134,2
305865,207729,5
301754,226592,4
311799,219709,1
312926,213220,1
302302,229152,3
313112,238645,4
314585,225749,6
302843,216983,4
304479,235005,2
305604,203777,5
304746,236230,6
303837,210113,4
314746,203509,6
306111,218700,1
301625,234892,1
312445,212807,2
301549,243165,3
312489,215697,2
302580,245685,7
314072,216188,1
308180,221335,3
300212,247299,3
304802,241506,4
307985,227371,4
313057,234817,3
301312,235845,2
305111,232694,3
314541,204930,5
311396,244010,2
310363,204212,1
304015,224446,2
309998,200441,2
303154,220849,1
305688,228697,1
308295,237763,4
309085,245301,3
305087,202173,3
308377,207753,3
313863,215879,4
312250,240733,1
305116,226866,1
309657,214586,2
313219,211636,2
313714,245323,2
313340,216278,2
307157,227323,4
301377,205364,2
309294,246637,6
311517,232902,2
301449,220768,1
301037,240878,3
311962,249270,6
304354,231330,1
312953,219785,2
300692,246000,4
309214,227241,3
307332,233303,5
313048,241685,3
311286,217213,2
310209,240711,2
310992,233097,8
301521,239865,1
308165,228544,5
310892,239465,3
300639,210145,4
304701,206004,6
313734,228340,4
300070,239688,2
304116,224088,1
308993,201726,2
312268,201302,2
304454,216068,8
301342,218780,3
308581,223357,1
309842,219674,6
310724,201548,2
314678,233931,3
312243,223664,5
310285,220857,2
303469,247037,4
303736,232746,3
309201,207871,3
314399,205277,4
313560,240644,4
313621,240482,4
301909,221205,3
305384,200315,2
305500,204572,6
313682,227857,3
309074,220505,3
302294,245405,2
304203,215546,2
303887,213347,2
310899,221218,6
300935,236684,8
314479,244238,4
308116,233898,2
308693,246698,2
301603,216307,3
304479,232423,1
305222,224537,2
300501,200411,6
301691,239170,3
309665,220314,6
311316,234984,4
304871,223544,4
312919,211042,4
301270,209108,2
307002,227408,1
312677,225986,2
300071,218853,4
314913,213482,2
311939,231040,4
305190,227889,2
313308,219701,4
310910,235708,5
308007,224151,4
305680,212822,1
305441,220758,6
300301,236678,1
307086,207690,3
312246,217313,4
314715,228281,2
301457,201608,2
312128,205115,5
300822,207972,1
309298,216985,5
300631,241962,8
313468,242642,4
314963,201521,4
301357,249268,2
303317,218500,2
311880,217629,4
308576,202071,2
306402,213310,3
313151,228102,4
304059,230293,1
308287,224636,1
311186,222872,1
300480,214779,3
312339,222164,3
309850,221639,2
309162,234535,3
309779,208211,1
311636,231269,3
304914,234199,4
302284,246140,1
310606,245268,3
308281,220329,3
306747,224508,2
312160,242101,4
303909,213495,1
312358,233366,3
300536,205772,4
310810,235547,3
310054,232374,2
311380,217714,2
312069,214181,2
310896,221037,6
302742,213724,4
300051,212174,4
306161,248315,5
303966,219233,2
300850,220673,1
310741,216628,3
313596,210181,3
307189,242849,3
301694,232547,2
309215,222433,1
309531,231037,1
309024,205244,4
306011,214533,5
300181,205250,2
312708,220519,3
303958,236227,2
306406,212908,2
302745,224702,3
304172,247880,2
308586,216150,4
309067,216611,5
313918,220728,1
306634,217569,2
306077,249751,5
311933,229253,5
300382,216890,4
314958,200856,2
313988,211075,2
314366,245846,1
313113,202188,1
311225,234482,4
306604,205013,1
305676,231808,2
308125,234297,3
313286,228633,2
303870,209424,5
310096,212383,5
309047,234145,4
300734,212181,4
300492,244297,5
313268,223846,3
306951,225500,1
310186,204665,2
312542,205610,2
314601,221537,3
309630,244960,5
304522,248100,5
310792,246902,4
302340,236766,4
313528,207295,4
305687,218472,3
303105,204553,3
306497,204294,3
302699,241786,5
312515,236008,5
307106,247268,1
311290,221270,1
303943,231015,3
300492,248940,6
314030,204547,6
301718,213705,1
305900,214918,5
300950,209912,4
301488,248152,4
302030,231907,2
312516,236204,1
314350,207674,4
301307,201975,3
303720,236869,2
301080,204714,3
313709,249144,1
312565,241199,1
303355,237900,3
312623,204214,4
302139,205266,7
307480,201389,3
310711,215263,1
311798,223656,3
307759,226526,4
302348,229840,5
305822,225878,7
314494,230709,7
312034,206165,1
310244,243900,4
304071,240897,4
307153,228983,2
314140,206855,1
314572,200687,4
310768,244691,5
312007,223500,2
305749,224510,2
311987,217605,2
302462,215052,2
301307,223798,1
300681,249536,3
311427,200864,3
312385,223026,1
301008,232852,4
313837,201318,2
303962,236317,2
307198,201941,5
305585,231104,2
302205,242976,3
311572,204711,3
306078,228376,5
307552,239708,3
303505,234752,4
302703,236878,2
310849,220209,3
307831,225516,6
306028,220899,2
304373,215996,3
306662,234649,2
308344,241924,2
300435,203120,1
314468,206733,6
313276,222739,2
305298,237785,1
300593,225852,2
304293,210564,2
312762,212456,2
302744,200319,4
302381,230754,2
300944,240671,1
304535,223284,2
314342,246487,4
304985,208381,5
300654,225030,4
311550,216105,5
305629,208684,4
305119,236000,3
300841,211597,2
310459,205480,8
301297,247687,3
301407,214175,2
307171,231230,1
306877,231760,1
301303,224348,1
311928,210512,3
307374,242373,3
307239,201334,3
305804,241014,1
305420,230677,3
305230,243441,4
307222,238629,5
309538,246352,3
306380,228217,5
307577,217342,4
305264,228414,1
309824,236814,5
303900,236980,3
304831,240169,3
302226,216700,3
308177,244855,3
305878,208863,2
300323,248881,4
314865,224266,2
314935,232122,4
310789,227320,2
301920,241662,5
308497,233806,2
306969,217546,2
302032,218610,3
304871,224128,2
300299,233222,7
314771,248266,3
309269,214459,2
300378,204269,3
301376,240088,3
313434,219681,4
313857,214947,4
308182,240882,3
302257,234420,6
314157,220147,2
301117,230734,3
302799,235388,1
300480,248164,1
303744,201759,2
305550,228290,5
301764,242446,3
307469,224920,1
309690,200939,2
314393,247128,6
305793,207628,4
300836,212386,2
302117,208754,3
307153,204761,3
314143,232431,6
306285,211647,1
306889,215439,6
313968,242540,5
312891,233153,3
306181,231460,2
302755,209027,4
309831,208733,1
314270,211566,4
304945,230529,3
310318,200381,3
306374,244858,4
308309,208966,2
300659,204120,1
300677,214167,3
305259,240929,2
310692,240276,1
305656,207618,2
312767,225368,3
305455,220994,2
302968,208739,6
311250,227844,3
300441,228172,4
314212,220453,1
309631,204007,1
310341,220051,5
310680,235389,4
309931,240154,4
314770,204237,3
308815,220484,6
307590,205606,3
302579,207927,4
304257,209928,3
308893,231758,1
303402,219233,3
313201,225269,2
305199,201965,2
305930,248483,4
308036,243477,2
301462,202258,3
302916,226913,5
302526,239570,3
307483,238056,6
308809,215775,4
314272,203105,4
311737,247181,2
308185,214690,1
302727,219980,5
311007,239086,4
302631,206803,4
302399,210700,3
306041,228064,1
303688,232034,3
311403,230984,5
313521,208948,1
311706,234777,4
300726,227823,3
306162,235724,4
312126,200573,2
313158,204065,1
303474,239067,1
312928,245439,3
310141,218352,3
309544,234652,2
310797,203656,4
310792,206345,3
301653,231455,3
307046,205536,1
308964,202734,4
310635,210050,3
314445,227478,5
310641,244881,5
307654,218600,5
301346,249682,1
306805,206755,3
304592,209662,2
305086,228157,1
300004,221936,2
308563,216499,1
310066,205736,4
309307,240258,1
300148,239242,4
312844,208428,4
307245,243074,1
305429,218279,1
307283,203732,4
303058,211258,5
309076,245568,4
300893,231571,3
314285,214709,3
312885,205889,1
307170,242691,3
307434,243970,2
313610,249471,4
312687,241420,5
302896,233935,4
307327,223081,2
312716,241518,6
303016,230814,5
310280,245735,3
307741,240688,1
307353,220436,4
311907,205478,2
301387,243195,2
302476,241067,1
311419,248283,1
302221,215105,7
301312,219885,3
311623,227055,4
307144,210392,1
306022,203808,3
307661,231599,1
306597,236124,2
308920,222203,2
308643,243808,4
300269,248249,1
312456,234053,1
312220,222846,2
314064,249994,3
310423,223310,7
312634,214515,1
300022,211698,1
310058,243168,5
307991,228301,4
312923,230153,1
310180,242157,2
301256,224263,1
306721,241972,3
307481,245399,2
303603,201276,1
309690,201191,4
310369,217631,3
306371,210712,3
303439,233941,4
311222,230069,3
305557,236662,2
308451,230064,1
309200,241099,1
311567,230915,1
303651,236971,6
303699,240146,5
309663,229971,3
312549,232073,4
306677,217685,6
314421,206274,2
312100,200052,3
300977,213744,1
313574,220095,6
310092,241435,5
305452,230897,2
311066,242937,2
310126,209636,1
303996,242165,3
303533,229905,3
311158,215573,6
311729,249741,5
312032,214957,4
301554,218001,3
306461,226311,1
303286,208764,3
313168,201076,1
312498,219072,4
309146,218541,1
312212,235216,1
300599,205144,2
308546,242162,5
300969,245158,1
306672,216557,5
301426,204960,4
301108,206721,4
300534,221596,3
308319,220832,4
308322,249432,3
301168,233061,1
301950,240338,3
306155,203591,2
301956,233176,5
313950,218826,3
310621,200756,5
309897,206755,3
303625,213366,2
303962,246026,5
313598,222404,1
301101,217305,5
302579,249366,1
313793,200779,6
302630,211072,1
312309,234020,2
304084,208519,3
308652,247215,2
306675,239259,4
301703,221484,1
308600,224192,4
304583,210187,2
300440,233199,2
314096,220882,4
312563,242035,4
309484,209090,5
303741,242734,1
308664,242167,2
314751,231103,4
302776,239252,4
300319,205049,5
306567,235725,3
313731,220390,3
304790,249652,5
310967,227081,3
300755,223792,2
305207,227360,1
301825,237959,4
310024,244261,4
308037,227313,4
314945,226416,1
309651,235010,2
312537,212213,3
313768,218976,5
303758,226021,4
307907,201638,7
304319,244047,3
307430,202446,4
310514,221794,2
311900,219939,5
301229,206243,5
304460,242086,5
302926,203840,5
312399,205545,5
305425,245321,3
306738,241937,2
307067,224720,1
301739,222174,4
301270,200066,2
308221,219114,6
308944,215767,2
311187,244052,3
312012,204454,4
300523,217252,1
300307,203628,6
303095,218261,6
311991,225011,4
309747,210254,4
302722,228341,2
304044,218515,3
314860,212685,2
301916,213116,3
310096,239132,1
304997,202410,3
301600,209281,2
312774,203491,2
313961,214451,1
302881,205177,1
311033,241648,5
309331,222472,2
309455,223008,4
312314,241786,3
307248,205201,6
301693,201511,4
314301,228884,1
304681,213997,5
306448,218615,2
301845,247108,3
307368,218648,3
309160,217320,1
305248,230467,2
300986,248926,4
300001,226061,3
303258,222392,3
305510,244021,2
304329,238785,2
301277,209330,2
314767,224032,3
312188,242026,3
313288,219700,1
304320,204785,4
303559,205151,2
307854,211665,3
302827,248245,2
305525,232141,3
313696,204671,1
305515,213604,2
310330,246570,2
302957,213581,1
306775,218015,1
305145,212594,3
311630,206654,3
314256,234668,1
302453,236081,3
309828,229973,7
307568,226651,3
301249,236698,6
305826,221913,1
306250,204464,6
301166,217590,2
305800,223225,3
303053,245969,2
312738,246683,2
301163,209061,3
309864,213103,3
306002,243201,2
307022,238386,2
311304,216804,6
303399,211785,5
308762,247091,3
307400,208181,2
314673,231581,1
310380,210481,3
309381,202989,2
303083,249504,3
310174,241873,1
314126,228248,3
313367,237419,4
312751,223520,1
301003,237997,1
301901,232372,3
310195,235549,2
304057,237416,2
300261,235251,5
305162,248838,1
306264,206954,5
312386,225225,1
301108,240937,3
302219,200507,2
301416,249990,5
310226,245306,1
301826,230396,4
301501,219769,3
309246,206114,3
301499,218761,4
312302,232106,1
301835,236451,5
311659,220442,4
307588,215086,5
307778,217704,3
303497,233860,4
302853,219058,4
311037,234061,4
300221,239703,3
304343,239377,3
311402,216524,3
302550,204640,4
302255,240462,4
313655,234534,1
301484,209132,5
312866,236585,3
304771,242206,5
302304,232725,2
311451,248721,7
312882,201784,4
302345,232704,2
314017,244196,2
300789,246515,6
303069,215022,2
311371,200096,1
302341,204046,1
307563,201267,4
312771,241557,3
306976,227684,4
314124,232675,4
303470,232840,3
300192,223914,6
308252,211600,2
308467,217855,3
309302,211830,4
302239,243749,4
301435,215148,2
301626,218297,4
307370,225456,3
310959,206319,3
303711,211204,4
303212,243867,5
311495,243314,1
303150,242229,6
304606,239785,3
300235,238654,3
300075,249425,2
303451,237301,5
300404,238027,2
308154,240508,2
300042,236921,5
309057,231012,3
307469,231577,1
313391,231481,4
313810,239054,1
305768,242090,5
310531,216428,1
313553,237499,5
302180,226025,1
311943,232601,4
311204,240168,5
305348,235066,2
309681,203954,3
309055,234229,2
305764,229551,1
305331,236777,4
308253,241733,4
313665,218667,3
302546,214611,1
311436,229697,1
305090,202465,5
307423,201261,8
300038,210831,5
301806,241598,2
314483,214909,3
306156,248700,1
309264,202696,4
305885,234158,5
310403,246391,2
310496,234891,1
308578,234846,1
302782,236205,1
313688,221750,2
306437,248749,4
310506,248082,5
311731,247810,5
304273,249384,3
301180,203656,5
314564,242556,2
302351,203736,1
311735,239321,3
312187,232190,4
307353,242282,3
311377,210719,3
312769,241207,3
311081,204344,3
300713,209329,2
307610,200649,1
304076,202720,3
303707,230227,1
300585,231433,4
309729,228807,3
308734,210078,5
314569,214964,2
303955,246833,1
312348,204204,1
303631,213688,3
314735,235375,5
305515,213484,2
300467,236185,4
308982,223288,3
314289,220790,1
304915,210182,2
312912,200183,5
301620,232375,2
312569,204248,5
311433,207396,1
312658,202647,1
303231,200406,2
308998,201427,2
301264,224131,4
306031,227717,2
304331,230760,4
310132,210084,1
302557,236545,2
306232,204613,4
300193,240966,2
314905,221769,5
304332,238992,4
309288,228245,6
311049,237611,3
305945,247416,4
307828,213395,3
313204,214978,2
