308780	249683	4
308764	206960	4
303619	215315	1
310133	201800	3
314550	248329	2
308458	200261	3
302928	240861	3
313519	233106	5
310902	206612	2
310382	238627	5
302932	203181	4
306621	202708	4
301921	242926	2
302448	241313	3
313084	216048	2
304709	237995	1
305630	236138	2
305132	213982	1
311127	220110	1
311173	248008	1
304001	234807	5
301643	242565	1
302063	240286	7
307436	207305	1
301205	203460	3
314260	228655	2
303536	235841	2
304624	227275	4
303373	234842	1
310573	214231	3
307540	210235	4
310980	209721	4
312141	236474	3
302575	216136	6
305279	201023	6
306601	205929	1
308570	200221	3
312018	232352	4
305013	200224	1
313481	202122	3
308809	219569	4
303080	219329	1
307093	243754	4
311444	202631	2
303017	203557	1
306257	234223	1
301737	212063	2
313507	222876	1
306076	246071	4
301167	220271	2
310176	218793	1
313948	205935	1
305153	208046	6
308011	219465	4
311243	214132	1
312114	225676	5
300707	216321	4
314793	249595	2
312875	230155	1
301087	217910	1
304746	227909	3
306432	203385	2
311555	224704	5
309554	222777	1
305613	201445	2
305044	229894	2
304410	224131	2
307895	224865	2
302542	212547	2
309903	212962	3
302763	240164	1
300404	242446	1
305374	227830	6
310727	241609	2
311071	207924	2
313010	208739	5
300399	208912	3
307124	208858	3
304693	213871	3
306082	238285	1
313030	243289	1
302653	210297	4
310917	204687	5
313709	222226	3
302173	235136	1
308286	243682	4
311718	240461	1
312010	249069	4
313368	216000	1
303004	218468	4
305098	243130	3
305028	202004	4
311286	200508	4
312942	203211	6
301263	233528	1
306361	244729	2
300336	213310	2
304442	212853	5
314467	230100	2
311521	203876	3
308835	236541	7
309098	242494	6
301162	207862	1
309957	210837	7
311975	203003	1
304263	217265	4
314294	203784	5
305814	239123	5
304101	209697	4
303778	208166	4
305654	218275	2
308327	242843	4
312932	230222	1
307183	203631	1
304138	239924	5
303193	228580	4
307080	235706	1
304352	210842	4
305124	215254	1
308526	213454	4
309595	241479	3
310822	209269	4
313888	220902	2
312359	222608	5
305719	237847	4
300186	204611	4
308738	229938	4
308226	223450	3
308641	241220	3
311762	222202	3
314371	229045	1
313189	215162	1
306036	238967	5
308380	201754	1
310149	229257	3
304209	244623	2
303726	230204	4
310425	206230	1
310466	214845	5
302304	241215	2
303543	235346	2
300680	240433	1
314290	245911	2
310946	231251	1
309473	233893	5
311873	226981	3
309442	249725	4
307292	244077	1
314785	203544	5
311565	235361	3
312495	217087	4
309828	240362	1
308486	202909	4
308928	227166	4
312322	233626	4
302502	211943	4
305232	207098	3
305541	226651	3
306495	204648	1
309520	237975	5
310272	216184	3
307997	240601	1
308593	229169	1
314344	225917	1
308326	239595	1
308759	246174	1
304000	205406	3
307387	207515	4
310989	213674	4
311713	248482	2
311618	205895	1
306021	219155	5
310741	246419	5
307805	217048	4
306908	233789	5
314565	241394	2
311637	243877	1
304515	218881	1
310284	201060	1
308431	241863	4
309663	247087	6
312902	234516	2
304064	248324	3
302216	238443	1
303917	206520	3
314586	249960	1
301951	224990	1
305215	207334	1
305454	216064	3
303038	222839	1
306168	219171	1
312895	225160	3
304649	220928	5
312495	217190	4
301199	240142	3
310324	216523	2
300448	223645	2
308546	207025	1
305988	209026	4
300859	210369	3
311289	210902	5
314161	232585	6
306883	202260	1
303994	245585	4
308272	204535	1
306000	206836	3
312379	242556	2
302870	234013	4
303936	218882	3
301105	232813	1
313013	217030	1
312460	224962	5
307023	210052	1
314320	223589	4
313419	241541	5
314009	247940	1
311488	235027	4
303545	219225	3
312679	216445	1
306631	204367	5
308619	233058	3
314829	249739	1
301616	241894	1
309993	248415	4
300255	211580	5
301961	247990	2
306541	217859	3
303393	249992	6
302834	200461	5
302992	244581	1
306879	214999	6
314352	243163	3
302463	236223	3
313642	243629	1
304813	208449	3
304425	202614	2
311229	232674	1
310455	240043	4
310634	230873	4
308920	202934	3
310708	231591	3
309601	203881	3
301677	221046	4
313977	221771	2
303653	224676	1
305023	237397	1
307946	212066	5
312598	231192	1
309857	210353	2
300957	248046	6
307208	217846	6
310719	203992	1
312575	226486	2
303209	238514	1
309092	212977	1
301212	224997	1
310396	200980	1
307514	218788	3
300748	230319	5
302827	233209	1
300977	209019	6
310207	245170	2
304941	235397	1
313936	223016	1
312746	240937	2
302845	200701	1
302140	243115	3
309157	201014	7
300209	226831	3
314628	235479	1
301684	220957	2
302378	228461	4
313519	244449	4
302376	225628	3
314862	235208	1
314480	224013	4
305333	234793	5
302923	249166	1
302275	204489	4
314046	214574	6
313557	248405	2
310014	211010	4
309896	220343	4
309557	228279	4
308241	237021	7
302022	228100	2
311002	233938	3
300644	205021	1
312552	241365	1
309097	247779	1
302633	235325	6
313727	235853	3
303035	242323	5
306546	243774	2
307862	214109	1
312898	222451	1
305980	228598	2
301292	235183	1
306575	200621	1
310936	230901	6
309882	228901	1
309413	206199	4
312725	225162	1
310086	235058	4
307524	227631	3
301526	241284	3
313330	234407	2
308718	237381	2
310487	218424	4
306405	228855	3
310423	244112	3
310120	207723	1
301187	249422	3
308354	229011	4
300907	206421	2
313274	207744	1
314439	245740	2
307842	235193	1
310208	223388	5
308140	243296	1
305229	241788	3
313078	245056	6
305804	232094	1
307741	242987	3
307366	228800	2
308260	228955	3
305480	245819	1
300572	245330	2
314850	231588	4
314553	238794	2
307968	212457	1
310228	201880	2
304602	243920	4
305444	219416	2
308896	201360	3
301542	202102	4
305740	210449	2
309055	208758	3
311847	224906	3
303212	230178	5
307292	216261	5
314708	238573	5
311922	237531	2
301719	202697	3
309186	245443	1
305934	208783	2
307135	242984	3
300499	218817	4
305057	221621	5
309942	243596	4
302504	243166	4
314206	214306	1
308660	216561	5
308072	235840	5
310515	244924	1
313714	227053	4
312597	220108	6
300058	220684	2
303811	223254	1
301390	208885	3
301969	216481	2
314533	222931	2
314431	242424	3
308014	204185	1
312899	215528	5
304588	212603	2
305999	242853	3
312053	240153	3
300118	207905	1
307550	201713	2
308230	236343	1
303247	245131	1
313248	249429	3
306326	249027	2
314196	249358	2
300315	218890	4
309760	220605	4
300806	200406	3
310214	235266	2
308030	205982	2
310817	217069	5
305883	219681	5
313951	227566	2
312209	247497	1
302752	200136	3
301347	225624	3
304177	229213	4
307106	202500	1
306215	234315	5
307242	202489	3
309991	228198	3
310829	204206	1
302653	247395	3
312805	234132	1
301555	241524	4
308494	218873	1
314819	231190	1
301873	229370	3
301374	235245	3
313620	212641	2
303169	205060	5
306385	236453	3
301160	223213	3
305958	247423	2
304643	244188	1
312836	234951	2
303049	208621	4
302688	223544	3
306493	203548	3
301165	214575	2
303237	231880	3
302232	239925	1
307438	202957	1
303631	231411	2
303822	229895	2
314690	234352	1
304005	226467	2
305703	219732	3
308212	208798	6
307093	229116	4
310654	224097	6
305274	205576	3
309697	223958	3
309185	205132	3
304322	202869	4
300855	237641	3
302975	222024	4
303449	212209	3
303411	226941	4
307064	238150	4
304930	205701	3
310701	225836	4
308327	229732	1
302398	247756	1
302720	235094	1
301509	228773	6
307983	217879	1
309431	244253	5
303907	241237	1
309994	234770	1
310497	222550	3
300023	224118	6
311147	247140	1
311603	210935	1
309774	200779	2
300419	225181	4
304842	200661	5
305968	211119	4
307500	227350	1
303327	237371	1
313237	206072	1
301786	212151	1
302708	224283	4
314499	206492	3
305861	202401	1
302119	226201	3
307180	221880	4
300609	239545	2
307025	238251	6
301262	207606	1
309692	212839	5
300013	239099	1
314362	201045	2
306955	200787	2
309237	214490	4
311539	204494	1
308030	222512	2
300864	200331	5
314675	247359	1
311585	213329	3
311474	220165	1
312379	228345	1
301606	213793	4
311040	246866	3
303439	202183	5
311086	227111	3
309386	220794	2
308806	247735	2
314698	207347	1
308332	236361	3
305635	221689	5
306881	214290	4
302821	225380	3
310587	243655	2
309621	208796	1
306467	243296	1
307506	246822	7
304462	233249	6
314166	226557	4
310184	203437	5
305233	232017	2
314102	229284	4
301711	223837	2
301315	212493	6
313465	247524	3
308996	231789	1
308675	231113	3
310412	216773	4
303161	239250	4
306822	220269	6
303383	220088	7
301831	233020	4
310792	223815	6
307021	242278	2
314169	243066	1
314883	207332	2
311932	244424	5
300938	204850	4
313439	245735	3
304688	241196	1
309931	204859	3
311723	235733	4
303811	212711	1
314789	211785	1
301141	203662	4
314762	205544	3
309577	247984	4
310041	211762	8
308749	200274	1
300970	231674	1
305360	206630	1
303363	206069	6
313174	226414	5
304579	225596	1
305091	226735	6
305778	233016	3
311891	243570	1
301198	203785	2
304836	224655	3
311015	205284	5
303359	244501	4
303290	248303	1
304099	200182	4
307007	224515	1
314854	241869	3
308734	233904	5
305953	231559	3
301171	222246	1
310924	244495	3
304395	200536	5
304921	220287	1
308645	217662	1
308424	218620	3
311115	240249	5
308955	238971	6
307123	206847	6
311660	220342	2
308466	222261	2
313988	242181	2
311127	223669	1
303816	219187	2
309687	235866	2
311002	207942	1
303654	202349	2
307833	200938	4
301568	202900	6
310832	212795	4
308814	235473	2
300798	211276	3
307926	249516	4
300690	240583	5
313346	215218	4
300974	231613	5
313880	236830	2
307530	210450	5
311213	212003	4
301900	209828	4
309815	249729	1
311318	245646	4
306461	224153	2
302330	241340	7
301098	234841	1
313587	239861	5
301102	244037	1
310641	202115	2
305927	219786	2
310597	221762	5
303090	223343	1
310866	204965	4
311217	217425	4
305630	205595	2
313540	235633	1
300046	238694	2
307008	203709	2
301953	211433	3
308428	231981	2
309337	205616	5
309366	213741	1
311809	220703	1
302429	210520	2
309019	212449	5
309746	202860	2
305635	226022	2
305553	205199	4
311945	215405	4
311164	232384	1
300497	208138	4
312237	213355	1
305436	249215	4
308221	208681	4
307114	236472	3
311108	221317	1
312513	202579	5
312844	201297	1
306774	218423	1
300663	243740	2
303835	205809	4
302561	202116	3
314901	232870	2
304254	209568	5
301949	231485	4
308073	228987	5
314207	202070	8
312599	224734	2
308062	225806	3
300622	244995	1
300949	212823	1
308004	225776	2
306102	222368	3
310877	207310	1
312524	240112	1
312958	242995	1
306088	237055	1
301265	225912	3
303091	210199	4
313802	221919	8
310167	249461	1
307180	216439	3
308725	225522	1
302995	214214	2
311938	210455	1
308933	235416	2
308737	207697	3
311191	212434	1
313195	206638	2
311744	218004	1
306759	217168	1
301958	210867	5
310456	212257	1
305652	224364	1
306464	227967	4
304193	249713	2
305719	202566	2
303826	249395	1
305147	249237	4
304156	238450	8
306185	227933	4
302095	226280	1
311713	241915	3
310791	249411	4
306405	213416	2
309543	211522	3
302572	226394	1
311505	206159	3
300416	224890	2
307099	247825	4
307868	219516	4
309003	244515	1
304045	223157	2
305822	236113	1
308523	213771	4
313088	212418	2
313201	232103	3
300698	203909	1
307353	238870	1
313310	241480	6
308879	202544	1
308987	249524	2
310882	229007	6
302860	210751	3
300439	205667	4
310116	234409	1
312515	236640	2
311803	247975	1
306472	247400	4
313143	216493	1
314729	224339	3
306099	216029	2
300237	226687	1
314998	203373	3
311445	244712	2
312371	220878	6
311280	226022	3
310367	231306	5
302857	210185	1
313556	201064	4
306991	221125	1
311792	200333	4
301012	230902	2
309836	211842	1
300934	245863	2
309252	231816	5
314774	234535	5
304313	245925	3
308769	201792	4
303262	208339	1
309693	203825	4
303324	243916	2
312071	217881	1
308440	205783	5
304882	220691	6
305524	222071	6
300128	222509	8
303170	219017	3
302584	201648	1
302423	247383	2
303886	211975	3
300341	237678	3
308297	224464	2
305746	225028	1
303062	248501	1
303743	208411	4
311813	224724	1
314475	235518	1
311494	225476	1
313891	206531	2
303453	204171	2
305236	230936	3
302453	208445	2
306195	211303	3
305767	227215	4
305356	220246	1
306341	209155	1
310575	231767	2
307690	215671	1
314593	241570	5
313493	218460	1
309769	230280	2
302642	201841	3
301809	228421	2
313050	246602	1
303546	218283	2
303594	242434	4
314441	229119	2
311596	246057	7
303331	231203	7
311672	238416	4
311626	231558	3
309792	204769	3
303008	226278	2
301219	204424	1
313312	238598	4
304106	224885	1
312232	207911	2
309918	234760	6
305994	228137	3
310902	243577	2
310308	242733	5
310901	243081	3
303752	237418	5
307699	219723	3
301518	219343	5
308802	230058	2
313545	220806	6
313389	203343	4
312347	232811	2
307916	209889	4
304423	246161	3
304960	214591	4
307193	239422	3
300275	247188	4
302606	217763	3
305734	222875	2
309021	212123	1
311790	239911	1
310325	215805	1
309906	226026	4
301762	243459	1
303012	247867	2
308306	248380	3
304018	203152	2
307052	200635	4
305597	228923	3
306603	204567	1
306045	235338	1
304354	203286	4
314561	220475	2
303395	238816	2
307530	222391	1
306111	222845	1
308969	206008	1
311859	248240	1
306874	210188	6
311463	220646	2
310705	214241	2
302121	246796	1
314328	229478	4
305064	242376	1
304722	200974	3
304317	215214	4
309077	217054	2
303862	244232	3
307720	220805	1
303573	222922	5
312071	208741	1
307405	237453	3
314333	205738	4
307224	235934	1
308219	226235	1
302301	230833	1
313666	249518	6
314348	211025	2
312273	229103	7
310696	244666	5
304767	209315	7
302701	247763	1
314430	248134	1
314767	242178	4
312559	209439	5
313626	225996	1
300889	217112	5
310748	214769	2
308587	243663	5
309265	211862	4
314744	210357	1
301635	213566	1
300551	239811	8
308317	203971	1
306412	248123	4
300691	243626	3
305640	210873	1
302401	249081	4
307507	216225	1
306930	207402	5
312580	235743	5
300774	249756	6
301207	219576	2
311009	249418	3
300177	231459	5
300709	244280	3
302745	231664	1
309493	246883	3
300289	222698	1
311524	228396	3
304852	245900	2
310994	215371	3
301470	227066	1
304414	202105	2
306792	247060	3
303136	229333	3
312074	211741	6
314542	235721	2
302399	240256	3
300442	225259	3
308566	223728	2
314018	220836	3
310657	235625	2
300149	229167	3
304967	245867	2
312752	240112	1
314801	218086	3
313678	220392	1
311915	218711	7
306737	221655	4
306743	223165	2
303512	228871	3
305894	227722	2
312570	220754	2
314460	249669	2
300175	227990	2
303553	203489	1
302333	211650	3
301996	244698	3
309777	246074	4
300923	204781	5
311335	220137	1
307679	212432	4
309657	221084	1
313993	227251	1
311473	241575	3
309087	222169	1
310800	242118	1
304740	237902	1
312444	218884	3
313000	242805	5
308513	224592	1
314784	248978	5
308859	210927	1
309597	244936	2
313138	239999	3
310541	207538	1
307398	217064	2
313426	211712	4
300834	204827	2
304855	240521	1
309569	214661	3
311265	201503	1
312447	202425	1
311541	217983	7
314282	233273	1
300756	203414	2
309188	208893	4
314713	225242	4
307234	235497	1
301987	218259	1
302649	203600	1
311838	206742	5
314573	234915	1
306506	200586	4
305972	216799	1
308406	215510	2
308342	219212	6
309332	226314	4
311423	219671	1
311925	236552	4
314889	248137	5
304537	230063	3
303967	243846	1
312810	203618	1
314193	240597	6
302764	214223	1
311506	239706	2
312226	216636	2
305279	216531	2
313736	227871	5
301838	203800	4
304736	202900	1
306777	238975	2
306266	216957	1
309123	219026	3
313933	228036	1
314672	237309	4
310130	238901	5
308490	231371	7
302298	220647	1
307791	245806	2
300160	238222	1
301747	231276	5
312348	214726	2
304032	223127	2
306969	231386	2
305509	218655	4
314535	212383	1
304907	217337	3
308739	235035	7
305970	200515	4
311674	247498	4
313896	205322	2
313502	219927	4
313031	243020	5
304372	247863	1
310857	200408	2
308914	232306	3
307751	239932	1
309455	233781	3
313293	244242	1
311781	227671	4
300594	240090	4
311932	208882	1
304411	200398	2
314492	204764	1
306913	213086	6
313173	212802	4
312042	243465	3
308330	227390	2
307199	211415	3
301744	217788	2
313194	229949	6
304062	214997	4
301916	212071	4
306594	215556	2
311881	202472	2
301849	222091	1
313722	229871	4
313345	224823	1
309210	222152	1
300105	245481	2
300283	242484	4
304681	245721	4
303169	227811	6
311323	249100	2
302247	235889	6
302680	205897	2
302602	221985	7
300578	223026	1
309804	226709	4
311157	243878	2
305635	241792	1
311488	225764	1
306614	202484	5
311561	234479	2
301652	242281	2
306740	204544	2
305091	220501	5
314183	249553	3
314364	228008	2
302269	231931	2
302443	221436	2
300424	247430	2
312252	237475	1
313318	218166	4
305228	233006	4
302010	248915	2
306260	225039	1
303215	201340	4
310385	233155	3
309861	226136	2
307844	239494	2
312524	241482	2
302175	203164	5
301328	213069	1
311938	237959	3
314872	206058	4
300433	231954	1
308996	237772	5
310569	240521	6
303923	214101	1
306868	243428	7
304823	243609	2
310545	217771	2
301865	224981	1
309004	217931	3
305975	238761	1
313640	248609	2
304182	203883	2
303674	245501	1
308995	204728	4
300428	203979	3
312544	245962	2
307578	211247	3
303532	249792	6
311107	243591	4
301506	246018	4
306796	234477	1
305148	244084	1
313197	225577	3
310507	238082	3
305323	212811	2
314923	210473	4
308219	203722	2
306038	232385	4
300960	213612	2
307292	201118	1
301405	221472	2
314941	216328	2
303572	242652	4
305133	200884	5
305766	234058	4
302482	235938	1
306978	243076	1
305679	228795	1
313303	232998	1
307630	230232	3
310134	215676	3
300859	241960	1
305762	247067	4
303113	227853	1
308838	210224	5
313008	210288	2
305396	204701	1
309004	234210	2
308952	234631	4
302552	224252	1
310379	234379	4
311135	214857	2
306388	207924	1
307662	227245	1
314002	217322	3
302294	217633	3
301161	205489	3
309069	231952	1
312273	236119	1
306844	230937	1
303410	235562	1
311369	205347	1
306848	231411	3
300063	249763	3
312848	245829	7
311052	247663	2
306949	248595	1
307081	241560	1
314876	245397	3
305624	233612	3
311955	215670	3
314400	232593	3
311449	233693	4
313381	229469	3
300990	201635	6
302230	249104	6
311645	203374	1
307166	216931	3
304171	232217	4
312520	242663	1
312937	229014	2
310315	239247	1
301220	237753	5
308133	219801	1
311726	200390	2
312672	220387	1
303883	217726	5
307483	215829	1
301446	226769	6
305079	218021	2
300384	212423	2
311830	212745	1
308667	235184	2
302262	226632	2
304921	203738	5
302649	240825	4
303760	219216	3
300896	207621	5
313521	232565	1
311269	233623	1
306533	213823	4
303599	202458	3
310028	234211	3
306541	205773	7
306847	249044	1
313090	224535	1
309319	237151	6
314956	221445	1
303199	212734	4
309927	247801	1
306518	232523	2
308424	236899	5
314052	239217	1
306122	220517	4
307332	242945	2
301365	221255	1
309161	205966	1
301710	206464	3
303858	239399	4
307350	203742	1
309324	205993	2
309707	238013	3
303273	220489	1
307689	223744	4
314384	210195	4
308668	234701	4
308714	240360	4
303023	216401	2
303339	208479	1
308769	238294	1
314187	207132	1
306826	227141	1
301296	223230	1
306984	210850	4
312465	214345	2
314057	242118	2
313401	225394	1
306542	214659	4
305080	227504	5
302854	240361	1
303567	215772	1
303377	226704	1
313646	239217	6
301188	203977	3
314242	215837	6
303230	247778	1
301699	240315	1
312025	237462	4
307094	208637	8
306575	249411	2
311130	205870	3
303177	232876	4
310599	234757	3
308727	203865	1
313983	204883	4
306133	248266	2
301438	226125	6
310644	209337	3
308465	238982	4
300300	248136	3
300026	215494	2
306099	245128	4
306158	236927	1
301152	236546	5
307041	202325	2
304355	230927	1
313284	239504	7
314268	242186	5
308781	219003	2
308596	239127	2
300986	230509	3
309272	229220	3
301755	208961	3
309166	233377	1
303791	213314	2
306491	230762	1
311979	214318	1
309273	245152	1
305032	234576	1
300644	203199	3
307924	235997	2
303865	227243	2
301735	248529	2
303419	211117	3
303913	204356	5
313124	225683	1
303865	214885	2
304152	218757	5
302274	227467	4
303046	204453	1
310630	209266	1
312219	207078	3
310149	223870	4
307105	223195	1
314005	242111	2
304216	225665	1
306749	241706	3
302994	215776	4
308984	245685	1
306777	208774	1
304504	207626	1
308160	247792	1
306010	212618	1
302331	237094	1
308828	228246	2
302816	246787	2
305437	201920	2
304636	216380	3
300814	237742	2
313545	231652	4
306435	233623	8
309092	230085	6
306267	207016	1
308597	246102	5
314775	215393	2
313221	237976	3
303013	202765	2
301721	218902	3
308827	228446	2
310140	211983	1
301327	236464	2
303591	203350	6
309913	201318	1
304956	222619	3
300777	231308	6
302482	237801	1
305016	215339	5
302947	203853	4
309371	244206	2
312970	209277	3
303745	211305	1
302918	245828	3
300602	219459	3
306025	245757	3
314446	201865	1
305775	205697	1
311225	239335	3
302988	222939	3
313494	204819	2
308757	234982	1
310673	247562	3
303133	232588	4
305822	226436	7
312923	204533	3
314578	243629	3
309158	204772	6
305094	235944	1
301746	232117	2
304806	227162	3
308152	233470	5
313202	222235	1
309076	242027	4
305203	229517	4
305308	221217	2
310521	203951	4
303780	226230	7
310212	249404	3
304420	236545	2
307949	240812	4
309527	225096	2
301675	204471	4
303441	248539	3
314386	235317	5
303295	237039	1
301518	208106	2
306246	232691	1
309921	211077	5
306793	231021	2
300954	211183	4
300927	223145	1
306652	209319	2
303216	215899	2
304196	223044	6
301513	240992	6
301783	218437	1
303157	246646	1
306325	207783	4
307132	225626	2
312879	238932	1
301620	214237	2
311370	239283	2
306514	210063	1
302899	226965	1
304360	225413	2
305290	242165	1
303785	225059	3
309295	208169	6
301517	233005	1
310452	226136	2
304156	223318	1
301012	230056	2
307306	217287	4
313736	203888	2
307229	212697	3
311181	207773	3
301476	247104	1
312501	249112	1
310562	224167	2
308405	227327	2
312265	234689	1
312299	232336	3
309149	225030	2
310251	217475	2
314556	241749	1
308799	218497	1
314251	226213	2
314067	206709	1
307320	220510	1
309978	245060	1
300223	221583	3
313222	219174	3
307351	243797	6
301273	226259	3
308515	222561	1
307090	230181	3
306520	246104	2
314368	222025	1
312106	202365	3
308674	210483	6
303669	208005	4
301787	231589	3
304397	201117	5
314793	221043	1
311664	244983	3
313830	205478	3
313789	213971	4
303262	210927	6
303463	228078	1
307082	229091	4
303307	237266	3
314287	245585	7
309162	200165	5
313421	233034	1
312699	207654	2
313367	222169	1
301072	242529	2
310091	223929	1
306831	240113	2
